well,date_telemetry,napon_ab,napon_bc,napon_ca,elektricna_struja_fazaa,elektricna_struja_fazab,elektricna_struja_fazac,koeficijent_kapaciteta,frekvencija,radno_opterecenje,aktivna_snaga,pritisak_na_prijemu_pumpe,temperatura_motora,temperatura_u_busotini,first_event_date_time,label,days
well_1,2020-07-31,395.95682888540034,408.45054945054943,403.28201099764334,11.38032786885246,11.351639344262296,11.6784,97.69458128078817,41.5,46.49682034976153,18.70397404703974,100.0514096185738,125.18794607454402,125.30431177446103,2020-08-14,Mehanicke primese,14 days
well_1,2020-08-01,396.824302134647,409.29392446633824,404.059934318555,11.419540229885058,11.35960591133005,11.704918032786885,97.72744360902256,,46.66803278688525,18.79344262295082,100.07730263157895,125.43163538873995,125.50889679715303,2020-08-14,Mehanicke primese,13 days
well_1,2020-08-02,393.980306345733,407.0174672489083,401.7276688453159,11.536299765807962,11.496487119437939,11.756043956043957,97.58450704225352,,46.89929742388759,18.88056206088993,100.19550561797753,125.63377192982456,125.76169265033407,2020-08-14,Mehanicke primese,12 days
well_1,2020-08-03,395.6216216216216,406.01013513513516,401.4256756756757,12.088967971530248,12.035714285714286,12.400696864111499,97.44117647058823,42.96756756756757,48.93559322033898,20.281690140845072,100.67383512544802,126.72108843537416,126.61148648648648,2020-08-14,Mehanicke primese,11 days
well_1,2020-08-04,395.11186440677966,405.45762711864404,400.56610169491523,12.637931034482758,12.617241379310345,12.918088737201366,97.20408163265306,44.50289017341041,51.02372881355932,21.90344827586207,100.72852233676976,127.03061224489795,126.87755102040816,2020-08-14,Mehanicke primese,10 days
well_1,2020-08-05,391.7364864864865,406.2972972972973,399.55593220338983,14.121107266435986,14.179930795847751,14.55593220338983,95.84172661870504,45.83783783783784,56.347972972972975,27.023972602739725,99.36111111111111,125.71326164874552,125.74285714285715,2020-08-14,Mehanicke primese,9 days
well_1,2020-08-06,400.99328859060404,409.9563758389262,405.6734006734007,10.394366197183098,10.454225352112676,10.775167785234899,96.55985915492958,33.80072202166065,41.11498257839721,20.302816901408452,99.79037800687286,129.12328767123287,129.1084745762712,2020-08-14,Mehanicke primese,8 days
well_1,2020-08-07,405.29888268156424,409.075208913649,406.82402234636874,7.8474576271186445,7.968926553672317,8.022598870056497,96.07062146892656,15.448305084745762,28.26271186440678,16.60734463276836,108.17827298050139,127.93036211699165,128.30362116991643,2020-08-14,Mehanicke primese,7 days
well_1,2020-08-08,411.47457627118644,413.6418918918919,412.76190476190476,3.687719298245614,3.719298245614035,3.7578947368421054,97.84210526315789,8.528070175438597,13.449122807017543,7.588028169014085,101.98287671232876,136.0170648464164,136.19723183391002,2020-08-14,Mehanicke primese,6 days
well_1,2020-08-09,410.1666666666667,412.0,410.25,,,,,,,,102.0,,,2020-08-14,Mehanicke primese,5 days
well_1,2020-08-14,397.0989010989011,399.989010989011,397.8901098901099,0.0,0.0,0.0,99.06593406593407,0.04285714285714286,0.0,0.0,76.58241758241758,87.89010989010988,87.32967032967034,2020-10-04,Mehanicke primese,51 days
well_1,2020-08-15,405.6965517241379,409.3424657534247,407.70344827586206,4.442748091603053,4.435114503816794,4.526717557251908,97.36641221374046,13.159541984732826,17.19083969465649,6.641221374045801,107.4885496183206,129.0381679389313,128.77611940298507,2020-10-04,Mehanicke primese,50 days
well_1,2020-08-16,396.94637223974763,409.814696485623,404.6666666666667,9.712460063897764,9.782747603833865,9.926517571884984,95.54632587859425,28.664536741214057,37.85623003194888,16.345047923322685,105.50159744408946,125.27272727272727,124.69551282051282,2020-10-04,Mehanicke primese,49 days
well_1,2020-08-17,389.5408163265306,404.4149659863946,397.9047619047619,13.727272727272727,13.793939393939393,14.003861003861005,94.19902912621359,41.0,53.99312714776632,23.522058823529413,100.51101321585904,125.0,124.26666666666667,2020-10-04,Mehanicke primese,48 days
well_1,2020-08-18,392.9141104294479,407.5092024539877,401.2085889570552,12.582822085889571,12.654320987654321,12.756183745583039,94.92657342657343,39.493362831858406,49.72,20.952542372881357,100.20350877192982,125.07,125.03956834532374,2020-10-04,Mehanicke primese,47 days
well_1,2020-08-19,391.2413793103448,406.99310344827586,400.52595155709344,12.0,11.993055555555555,12.18815331010453,95.44827586206897,40.5,47.317241379310346,19.644827586206898,99.73519163763066,125.0,125.0,2020-10-04,Mehanicke primese,46 days
well_1,2020-08-20,391.1835443037975,408.1455696202532,401.7936507936508,11.850793650793651,11.844444444444445,12.098412698412698,95.52313167259787,41.232394366197184,47.01904761904762,19.726984126984128,98.57692307692308,125.09191176470588,125.03272727272727,2020-10-04,Mehanicke primese,45 days
well_1,2020-08-21,388.5664739884393,406.4653179190751,399.34104046242777,11.70262390670554,11.699708454810496,11.901734104046243,95.40697674418605,,46.28901734104046,19.358381502890172,97.64057971014493,125.21159420289855,125.07552870090635,2020-10-04,Mehanicke primese,44 days
well_1,2020-08-22,390.7,408.684375,401.4375,11.60377358490566,11.59119496855346,11.816455696202532,95.32278481012658,,46.10971786833856,19.260188087774296,97.04402515723271,125.23270440251572,125.11929824561403,2020-10-04,Mehanicke primese,43 days
well_1,2020-08-23,391.7896341463415,407.8821752265861,401.2990936555891,11.627760252365931,11.618296529968454,11.827794561933535,95.51712328767124,,46.15151515151515,19.293939393939393,96.51273885350318,125.43558282208589,125.11490683229813,2020-10-04,Mehanicke primese,42 days
well_1,2020-08-24,391.1231671554252,407.7323529411765,401.15294117647056,11.34319526627219,11.328402366863905,11.642857142857142,95.57100591715977,41.0,45.241176470588236,18.844117647058823,96.20238095238095,125.40597014925373,125.1547619047619,2020-10-04,Mehanicke primese,41 days
well_1,2020-08-25,391.9594202898551,410.7732558139535,403.4405797101449,11.02608695652174,11.002898550724638,11.252906976744185,95.77227722772277,41.0,44.22608695652174,18.261627906976745,96.06086956521739,125.41509433962264,125.11627906976744,2020-10-04,Mehanicke primese,40 days
well_1,2020-08-26,391.5775075987842,408.66261398176295,401.7865853658537,10.874233128834355,10.86196319018405,10.984615384615385,95.957928802589,,43.51376146788991,17.89908256880734,95.73065015479877,125.41324921135647,125.12658227848101,2020-10-04,Mehanicke primese,39 days
well_1,2020-08-27,392.7280701754386,408.6735294117647,402.37426900584796,10.648484848484848,10.60909090909091,10.815151515151515,96.12121212121212,41.0,42.37685459940653,17.40909090909091,95.48387096774194,125.25552050473186,125.08156028368795,2020-10-04,Mehanicke primese,38 days
well_1,2020-08-28,394.81931464174454,411.42056074766356,405.14906832298135,10.231543624161073,10.145631067961165,10.5875,96.38291139240506,41.0,41.299065420560744,16.858044164037857,95.11147540983606,125.2111801242236,125.0880503144654,2020-10-04,Mehanicke primese,37 days
well_1,2020-08-29,394.33865814696486,409.0670926517572,403.3290734824281,11.098684210526315,11.12828947368421,11.34185303514377,95.00324675324676,37.65197368421053,43.77635782747604,18.65806451612903,94.38782051282051,125.00970873786407,124.66558441558442,2020-10-04,Mehanicke primese,36 days
well_1,2020-08-30,391.9816513761468,410.2140672782875,403.17125382263,11.730061349693251,11.705521472392638,11.901840490797547,94.96625766871166,,46.32721712538226,19.452599388379205,94.11875,125.33944954128441,125.1864406779661,2020-10-04,Mehanicke primese,35 days
well_1,2020-08-31,393.11764705882354,408.1857585139319,402.19195046439626,11.25,11.169871794871796,11.670807453416149,95.31849315068493,41.0,44.824451410658305,18.65830721003135,93.86392405063292,125.38926174496645,125.17567567567568,2020-10-04,Mehanicke primese,34 days
well_1,2020-09-01,395.1606060606061,410.0272727272727,404.0061162079511,11.024844720496894,11.021739130434783,11.551401869158878,95.38006230529595,41.5,44.267080745341616,18.512422360248447,93.7560975609756,125.38720538720538,125.20538720538721,2020-10-04,Mehanicke primese,33 days
well_1,2020-09-02,392.14619883040933,408.2903225806452,401.90058479532166,11.771875,11.791277258566979,12.169871794871796,94.98203592814372,42.82286995515695,46.69705882352941,20.25545171339564,93.31641791044777,125.48816568047337,125.23880597014926,2020-10-04,Mehanicke primese,32 days
well_1,2020-09-03,388.2317880794702,410.0794701986755,401.94701986754967,11.989637305699482,11.989637305699482,12.016556291390728,95.0,43.97206703910614,46.84385382059801,20.82758620689655,91.34237288135593,125.0,125.0,2020-10-04,Mehanicke primese,31 days
well_1,2020-09-04,388.8616352201258,408.0566037735849,400.2704402515723,11.802158273381295,11.79496402877698,12.007518796992482,95.125,44.91056910569106,46.110410094637224,20.732704402515722,90.7411003236246,125.21611721611721,125.0,2020-10-04,Mehanicke primese,30 days
well_1,2020-09-05,388.61392405063293,409.0886075949367,400.83809523809526,11.482428115015974,11.492012779552716,11.850877192982455,96.0,,45.594249201277954,20.372972972972974,90.0359477124183,125.01351351351352,125.0,2020-10-04,Mehanicke primese,29 days
well_1,2020-09-06,391.00621118012424,409.37888198757764,401.9782608695652,11.044117647058824,11.053921568627452,11.786713286713287,95.95073891625616,,45.113207547169814,20.12111801242236,89.02875399361022,125.44128113879003,125.0,2020-10-04,Mehanicke primese,28 days
well_1,2020-09-07,387.9706840390879,407.49675324675326,399.6655844155844,11.831460674157304,11.838951310861423,11.99673202614379,95.04135338345864,46.51704545454545,46.7324414715719,21.780918727915193,88.18506493506493,125.32,125.00749063670412,2020-10-04,Mehanicke primese,27 days
well_1,2020-09-08,376.99295774647885,401.4355400696864,392.02090592334497,11.984126984126984,,,96.0,,47.01045296167247,22.017421602787458,85.8076923076923,125.0,125.0,2020-10-04,Mehanicke primese,26 days
well_1,2020-09-09,377.5103448275862,400.451724137931,391.4117647058824,11.9875,12.0,12.0,95.4106463878327,47.0,46.84083044982699,22.004166666666666,84.44813278008299,125.0,125.0,2020-10-04,Mehanicke primese,25 days
well_1,2020-09-10,383.3002028397566,405.58620689655174,396.7931034482759,11.954853273137697,11.971509971509972,12.0,95.72340425531915,47.0,46.6204081632653,21.957081545064376,82.85040983606558,125.0,125.0,2020-10-04,Mehanicke primese,24 days
well_1,2020-09-11,382.5981981981982,407.05405405405406,397.4873873873874,13.073873873873874,13.169369369369369,13.317117117117117,94.34414414414414,46.4127027027027,50.88288288288288,24.87837837837838,81.13603603603603,125.31981981981981,125.17837837837838,2020-10-04,Mehanicke primese,23 days
well_1,2020-09-12,383.6422167889161,407.35615321923393,397.9437194127243,12.736065573770492,12.874363327674024,13.038427167113495,94.66398570151921,,50.158109209453954,23.999165971643034,78.84352517985612,125.0,125.0,2020-10-04,Mehanicke primese,22 days
well_1,2020-09-13,389.9653045489591,401.5875096376253,397.0432098765432,12.610681114551083,12.689252336448599,12.922897196261681,94.75464396284829,,50.01857585139319,23.90007745933385,76.9814241486068,125.0,125.0,2020-10-04,Mehanicke primese,21 days
well_1,2020-09-14,392.4913793103448,403.09169278996865,398.83007047768206,10.959003215434084,11.085490196078432,11.322301024428684,95.13032984714401,31.83705501618123,43.453406421299924,20.930047694753576,75.1732283464567,124.12262357414448,125.56952380952382,2020-10-04,Mehanicke primese,20 days
well_1,2020-09-15,393.48729184925503,396.2979842243646,395.74165202108964,0.0,0.0,0.0,100.0,0.0,0.0,0.0,81.80973451327434,126.48758865248227,126.41491228070176,2020-10-04,Mehanicke primese,19 days
well_1,2020-09-16,409.8575982996812,413.2396606574761,412.6624203821656,0.0,0.0,0.0,100.0,0.0,0.0,0.0,84.22584692597239,125.30718954248366,125.06269925611052,2020-10-04,Mehanicke primese,18 days
well_1,2020-09-17,407.94304490690035,411.34354485776805,410.38486842105266,0.0,0.0,0.0,100.0,0.0,0.0,0.0,85.23821656050956,125.0,125.0,2020-10-04,Mehanicke primese,17 days
well_1,2020-09-18,409.89293849658316,413.516458569807,412.5272727272727,,,,,,,,86.01353179972936,125.0,125.0,2020-10-04,Mehanicke primese,16 days
